Bootcamp Course,Bootcamp Format,Bootcamp Year,Bootcamp Start Date,Campus - Timezone,Created Date,Close Date,Stage,Discount Amount (converted),Scholarship Amount (converted),Amount (converted),Net Amount With VAT (converted),Drop,Drop Reason,how did you hear about us?,Person Account: Gender,Stage Duration
UX,FT,2018,2018-01-29,BCN,2017-11-14,2018-10-01,Closed lost,1000.0,0.0,6500.0,5500.0,0,Not specified,google,Male,1120.0
WD,FT,2018,2018-01-22,MEX,2017-12-29,2018-05-01,Closed lost,23.04,0.0,3225.81,3202.76,0,Not specified,Social Media,Male,1075.0
DA,FT,2020,2020-08-17,SAO,2020-07-16,2020-09-30,Closed lost,0.0,0.0,4000.0,4000.0,0,Not specified,Social Media,Female,120.0
WD,PT,2017,2017-05-30,MIA,2017-04-30,2017-05-19,Paid Deposit,0.0,0.0,10176.99,10176.99,0,Not specified,google,Male,1318.0
WD,FT,2019,2019-10-14,PAR,2019-09-13,2019-09-30,Closed lost,0.0,0.0,7500.0,7500.0,0,Not specified,Social Media,Male,435.0
WD,FT,2020,2020-08-17,SAO,2020-01-29,2020-01-30,Paid Deposit,470.59,0.0,4000.0,3529.41,1,COVID-19,Referral,Male,313.0
WD,FT,2018,2018-01-22,MEX,2017-12-29,2018-01-16,Closed lost,23.04,0.0,3225.81,3202.76,0,Not specified,Social Media,Female,1075.0
DA,PT,2020,2020-06-10,RMT-Europe,2020-07-16,2020-09-30,Closed lost,0.0,0.0,7500.0,7500.0,0,Not specified,Social Media,Male,131.0
WD,FT,2017,2017-08-14,BCN,2017-04-30,2017-05-15,Closed lost,0.0,0.0,6500.0,6500.0,0,Not specified,google,Female,1318.0
WD,FT,2018,2018-02-04,MEX,2017-12-29,2018-01-16,Closed lost,0.0,0.0,3225.81,3225.81,0,Not specified,Social Media,Female,1075.0
DA,PT,2021,2021-02-15,PAR,2020-07-15,2020-09-30,Closed lost,0.0,0.0,8000.0,8000.0,0,Not specified,google,Female,145.0
WD,PT,2017,2017-10-24,MAD,2017-04-30,2017-07-24,Closed lost,500.0,0.0,6500.0,6000.0,0,Not specified,other,Female,1318.0
WD,FT,2019,2019-10-14,PAR,2019-09-13,2019-09-23,Closed lost,0.0,0.0,7500.0,7500.0,0,Not specified,Social Media,Male,442.0
WD,PT,2020,2020-04-02,MEX,2020-01-29,2020-03-31,Closed lost,0.0,0.0,4746.54,4746.54,0,Not specified,Social Media,Male,287.0
WD,FT,2018,2018-02-04,MEX,2017-12-29,2018-01-31,Closed lost,0.0,0.0,3225.81,3225.81,0,Not specified,Social Media,Male,1075.0
WD,FT,2017,2017-04-09,PAR,2017-04-30,2017-05-17,Closed lost,0.0,0.0,6500.0,6500.0,0,Not specified,google,Male,1318.0
UX,FT,2019,2019-10-14,PAR,2019-09-13,2019-09-25,Paid Deposit,0.0,0.0,7500.0,7500.0,0,Not specified,PoleEmploi,Female,440.0
DA,PT,2020,2020-03-23,MEX,2020-01-29,2020-03-31,Closed lost,0.0,0.0,4746.54,4746.54,0,Not specified,Social Media,Male,287.0
WD,FT,2019,2019-07-01,PAR,2018-02-11,2018-02-11,Closed lost,1000.0,0.0,7500.0,6500.0,0,Not specified,other,Prefer not to disclose,767.0
WD,PT,2018,2018-04-24,PAR,2017-12-29,2018-06-21,Closed lost,1000.0,0.0,6500.0,5500.0,0,Not specified,newspaperOrMagazine,Male,1075.0
DA,FT,2020,2020-03-08,MEX,2020-07-15,2020-09-30,Closed lost,0.0,0.0,4147.47,4147.47,0,Not specified,Referral,Female,132.0
DA,FT,2020,2020-03-30,BCN,2019-09-19,2019-09-30,Closed lost,0.0,0.0,7000.0,5950.0,0,Not specified,google,Male,293.0
UX,FT,2020,2020-03-23,MAD,2020-01-29,2020-03-31,Closed lost,0.0,0.0,7000.0,5950.0,0,Not specified,Referral,Male,288.0
DA,FT,2019,2019-10-14,PAR,2019-06-25,2019-07-25,Closed lost,0.0,0.0,7500.0,7500.0,0,Not specified,other,Prefer not to disclose,531.0
UX,PT,2021,2021-02-02,LIS,2020-09-20,2020-09-20,Closed lost,0.0,0.0,7500.0,7500.0,0,Not specified,newspaperOrMagazine,Male,61.0
WD,FT,2017,2017-12-06,BCN,2017-05-18,2017-06-19,Closed lost,1000.0,0.0,6500.0,5500.0,0,Not specified,Social Media,Female,1300.0
DA,FT,2020,2020-06-01,PAR,2019-09-19,2020-01-09,Paid Deposit,750.0,0.0,7500.0,6750.0,0,Not specified,Referral,Female,424.0
WD,FT,2020,2020-03-30,MIA,2020-01-30,2020-03-31,Closed lost,0.0,0.0,10619.47,10619.47,0,Not specified,google,Male,281.0
UX,FT,2018,2018-11-06,MEX,2017-12-29,2018-05-01,Closed lost,0.0,0.0,3225.81,3225.81,0,Not specified,Social Media,Male,1075.0
WD,FT,2020,2020-10-19,BER,2020-07-16,2020-07-31,Paid Deposit,750.0,0.0,7500.0,6750.0,0,Not specified,google,Female,130.0
WD,FT,2017,2017-02-10,MIA,2017-05-18,2018-10-04,Closed lost,884.96,0.0,9734.51,8849.56,0,Not specified,newspaperOrMagazine,Male,1300.0
UX,FT,2020,2020-02-17,BCN,2019-09-19,2019-09-30,Closed lost,0.0,0.0,7000.0,7000.0,0,Not specified,other,Female,306.0
WD,FT,2020,2020-03-23,MEX,2020-02-02,2020-03-31,Closed lost,0.0,0.0,4147.47,4147.47,0,Not specified,google,Male,278.0
WD,FT,2018,2018-08-01,BCN,2017-11-14,2017-11-15,Closed lost,0.0,0.0,6500.0,6500.0,0,Not specified,Social Media,Female,1120.0
WD,PT,2018,2018-04-23,MEX,2017-12-29,2018-01-25,Closed lost,0.0,0.0,3225.81,3225.81,0,Not specified,Social Media,Male,1075.0
DA,FT,2020,2020-12-10,AMS,2020-07-16,2020-08-09,Paid Deposit,0.0,0.0,8000.0,8000.0,1,Got a job,Referral,Female,90.0
WD,FT,2017,2017-04-09,PAR,2017-05-18,2017-07-24,Closed lost,1000.0,0.0,6500.0,5500.0,0,Not specified,TV and/or radio,Male,1300.0
UX,FT,2020,2020-06-01,PAR,2019-09-19,2019-10-14,Closed lost,0.0,0.0,8000.0,8000.0,0,Not specified,google,Female,421.0
WD,FT,2020,2020-12-10,MEX,2020-03-04,2020-03-04,Closed lost,0.0,0.0,4147.47,4147.47,0,Not specified,google,Male,236.0
WD,FT,2018,2018-03-19,BCN,2017-11-14,2018-02-20,Closed lost,1000.0,0.0,6500.0,5500.0,0,Not specified,Social Media,Male,1120.0
WD,FT,2018,2018-01-22,MEX,2017-12-29,2018-01-16,Closed lost,0.0,0.0,3225.81,3225.81,0,Not specified,Social Media,Male,1075.0
UX,FT,2020,2020-03-08,MEX,2020-07-16,2020-09-30,Closed lost,0.0,0.0,4147.47,4147.47,0,Not specified,Social Media,Female,132.0
WD,FT,2017,2017-12-06,MAD,2017-05-18,2017-05-24,Closed lost,0.0,0.0,6500.0,6500.0,0,Not specified,other,Male,1300.0
DA,FT,2020,2020-03-23,MEX,2020-02-02,2020-03-31,Closed lost,0.0,0.0,4147.47,4147.47,0,Not specified,Social Media,Female,288.0
WD,FT,2018,2018-03-19,BCN,2017-11-14,2018-01-30,Paid Deposit,0.0,0.0,6500.0,6500.0,0,Not specified,Referral,Male,1120.0
WD,FT,2019,2019-10-21,MIA,2019-09-19,2019-09-19,Closed lost,0.0,0.0,10176.99,10176.99,0,Not specified,Social Media,Female,446.0
WD,FT,2020,2020-08-06,MIA,2020-02-02,2020-03-31,Closed lost,0.0,0.0,10619.47,10619.47,0,Not specified,other,Female,301.0
UX,PT,2018,2018-04-24,MAD,2017-11-14,2018-03-27,Closed lost,0.0,0.0,7500.0,7500.0,0,Not specified,Referral,Male,1120.0
WD,FT,2017,2017-04-09,PAR,2017-05-19,2017-11-07,Closed lost,0.0,0.0,6500.0,6500.0,0,Not specified,Blog,Male,1299.0
DA,FT,2020,2020-03-23,MEX,2020-02-02,2020-03-31,Closed lost,0.0,0.0,4147.47,4147.47,0,Not specified,Social Media,Male,278.0
WD,PT,2019,2019-01-21,MAD,2018-12-20,2019-04-01,Closed lost,0.0,0.0,7500.0,7500.0,0,Not specified,Referral,Male,719.0
WD,FT,2017,2017-06-26,PAR,2017-05-19,2017-11-07,Closed lost,0.0,0.0,6500.0,6500.0,0,Not specified,Social Media,Male,1299.0
UX,FT,2019,2019-10-14,PAR,2019-09-19,2019-10-10,Closed lost,0.0,0.0,7500.0,7500.0,0,Not specified,Social Media,Male,425.0
DA,FT,2020,2020-06-15,AMS,2020-02-02,2020-03-31,Closed lost,0.0,0.0,7000.0,7000.0,0,Not specified,Social Media,Female,281.0
WD,FT,2018,2018-01-22,MIA,2017-06-12,2018-10-04,Closed lost,0.0,0.0,9734.51,9734.51,0,Not specified,google,Male,1098.0
DA,FT,2020,2020-10-19,BCN,2020-07-16,2020-09-30,Closed lost,0.0,0.0,7000.0,7000.0,0,Not specified,Social Media,Female,63.0
WD,FT,2017,2017-08-14,BCN,2017-05-19,2017-06-06,Closed lost,0.0,0.0,6500.0,6500.0,0,Not specified,Social Media,Male,1299.0
UX,PT,2020,2020-08-01,SAO,2019-09-19,2019-09-25,Closed lost,0.0,0.0,4000.0,4000.0,0,Not specified,google,Female,440.0
UX,FT,2018,2018-02-04,MIA,2017-06-12,2018-10-04,Closed lost,0.0,0.0,9734.51,9734.51,0,Not specified,other,Female,1098.0
WD,FT,2020,2020-08-17,MIA,2020-07-17,2020-09-30,Closed lost,0.0,0.0,11061.95,11061.95,0,Not specified,other,Female,137.0
WD,FT,2017,2017-04-09,PAR,2017-05-19,2017-11-07,Closed lost,0.0,0.0,6500.0,6500.0,0,Not specified,Referral,Male,1299.0
UX,FT,2020,2020-03-23,PAR,2020-02-02,2020-03-31,Closed lost,0.0,0.0,8000.0,6800.0,0,Not specified,Social Media,Male,280.0
WD,FT,2018,2018-01-22,MIA,2017-06-12,2018-01-17,Paid Deposit,884.96,0.0,9734.51,8849.56,0,Not specified,Referral,Female,1098.0
WD,FT,2020,2020-09-14,RMT-Europe,2020-07-17,2020-09-30,Closed lost,0.0,0.0,7500.0,7500.0,0,Not specified,google,Male,117.0
WD,FT,2017,2017-06-26,PAR,2017-05-19,2017-11-07,Closed lost,0.0,0.0,6500.0,6500.0,0,Not specified,newspaperOrMagazine,Male,1299.0
UX,FT,2020,2020-03-23,PAR,2020-02-15,2020-02-15,Closed lost,0.0,0.0,8000.0,6800.0,0,Not specified,Social Media,Male,295.0
WD,FT,2018,2018-11-06,MAD,2017-06-12,2018-03-13,Closed lost,0.0,0.0,6500.0,6500.0,0,Not specified,Social Media,Female,1098.0
WD,FT,2020,2020-03-30,MIA,2020-02-02,2020-03-31,Closed lost,0.0,0.0,10619.47,10619.47,0,Not specified,google,Male,300.0
WD,FT,2018,2018-01-22,MEX,2017-06-12,2017-12-22,Closed lost,23.04,0.0,3225.81,3202.76,0,Not specified,other,Male,1098.0
DA,FT,2020,2020-03-08,MEX,2020-07-17,2020-09-30,Closed lost,0.0,0.0,4147.47,4147.47,0,Not specified,Referral,Male,132.0
WD,FT,2017,2017-10-16,BCN,2017-05-06,2017-06-27,Closed lost,0.0,0.0,6500.0,6500.0,0,Not specified,Social Media,Male,1282.0
UX,PT,2019,2019-10-21,MIA,2019-09-24,2019-09-30,Closed lost,0.0,0.0,10619.47,10619.47,0,Not specified,Social Media,Female,435.0
DA,FT,2020,2020-03-23,MAD,2020-02-02,2020-03-31,Closed lost,0.0,0.0,7000.0,5950.0,0,Not specified,Referral,Female,300.0
WD,FT,2018,2018-11-06,MAD,2018-01-13,2018-11-06,Closed lost,0.0,0.0,6500.0,6500.0,0,Not specified,google,Male,1060.0
UX,PT,2017,2017-12-09,MAD,2017-05-06,2017-08-16,Closed lost,1000.0,0.0,6500.0,5500.0,0,Not specified,Referral,Female,1282.0
WD,FT,2018,2018-01-22,MEX,2017-07-12,2018-02-24,Paid Deposit,322.58,0.0,3225.81,2903.23,0,Not specified,Social Media,Female,1097.0
WD,FT,2018,2018-02-04,MEX,2018-01-13,2018-10-03,Paid Deposit,0.0,0.0,3225.81,3225.81,0,Not specified,google,Male,1060.0
WD,FT,2020,2020-08-17,MAD,2020-07-17,2020-09-30,Closed lost,0.0,0.0,7000.0,7000.0,0,Not specified,Referral,Female,134.0
WD,FT,2017,2017-04-09,PAR,2017-05-06,2017-11-07,Closed lost,0.0,0.0,6500.0,6500.0,0,Not specified,Social Media,Male,1282.0
WD,FT,2020,2020-06-29,BCN,2020-02-02,2020-03-31,Closed lost,0.0,0.0,7000.0,7000.0,0,Not specified,Referral,Male,229.0
WD,FT,2018,2018-07-30,BER,2017-07-12,2018-03-13,Closed lost,1000.0,0.0,6500.0,5500.0,0,Not specified,Social Media,Female,1097.0
WD,FT,2018,2018-05-08,PAR,2018-01-13,2018-05-02,Closed lost,0.0,0.0,7500.0,7500.0,0,Not specified,Social Media,Male,1060.0
WD,FT,2017,2017-07-08,MIA,2017-06-06,2018-10-04,Closed lost,0.0,0.0,9734.51,9734.51,0,Not specified,google,Female,1282.0
DA,FT,2020,2020-01-06,MAD,2020-03-27,2020-04-17,Paid Deposit,0.0,0.0,7000.0,7000.0,0,Not specified,google,Male,237.0
WD,FT,2018,2018-08-01,PAR,2017-07-12,2018-01-18,Closed lost,0.0,0.0,6500.0,6500.0,0,Not specified,Social Media,Female,1097.0
UX,FT,2018,2018-01-29,BCN,2018-01-13,2018-01-23,Closed lost,0.0,0.0,6500.0,6500.0,0,Not specified,Social Media,Male,1060.0
WD,FT,2017,2017-04-09,PAR,2017-06-06,2017-08-08,Closed lost,0.0,0.0,6500.0,6500.0,0,Not specified,google,Male,1282.0
WD,PT,2020,2020-08-01,SAO,2019-08-29,2019-09-24,Closed lost,0.0,0.0,4000.0,4000.0,0,Not specified,Referral,Female,441.0
UX,FT,2018,2018-01-29,MAD,2017-07-12,2017-12-14,Paid Deposit,650.0,0.0,6500.0,5850.0,0,Not specified,Referral,Male,1097.0
UX,PT,2018,2018-05-21,MIA,2018-01-13,2018-05-19,Closed lost,0.0,0.0,10176.99,10176.99,0,Not specified,other,Male,1060.0
UX,FT,2020,2020-10-19,BER,2020-07-17,2020-09-30,Closed lost,0.0,0.0,7500.0,7500.0,0,Not specified,other,Female,11.0
WD,FT,2017,2017-06-26,PAR,2017-06-06,2017-08-06,Closed lost,0.0,0.0,6500.0,6500.0,0,Not specified,google,Male,1281.0
UX,FT,2018,2018-01-29,MAD,2017-07-12,2018-03-27,Closed lost,500.0,0.0,6500.0,6000.0,0,Not specified,google,Male,1097.0
WD,FT,2018,2018-01-22,MIA,2018-01-13,2018-10-04,Closed lost,884.96,0.0,9734.51,8849.56,0,Not specified,Social Media,Female,1060.0
UX,PT,2020,2020-09-29,BCN,2020-07-17,2020-08-28,Paid Deposit,500.0,0.0,7500.0,7000.0,0,Not specified,Referral,Male,102.0
WD,FT,2017,2017-04-09,PAR,2017-06-06,2017-11-07,Closed lost,0.0,0.0,6500.0,6500.0,0,Not specified,other,Male,1281.0
UX,FT,2019,2019-10-21,BCN,2019-08-29,2019-11-10,Closed lost,0.0,0.0,7000.0,7000.0,0,Not specified,Referral,Male,424.0
UX,FT,2018,2018-08-01,PAR,2017-07-12,2018-03-01,Closed lost,0.0,0.0,6500.0,6500.0,0,Not specified,other,Female,1097.0
WD,PT,2019,2019-10-21,MIA,2019-08-29,2020-03-02,Closed lost,0.0,0.0,10619.47,10619.47,0,Not specified,Social Media,Female,309.0
WD,PT,2020,2020-09-15,RMT-America,2020-07-17,2020-09-30,Closed lost,0.0,0.0,3539.82,3539.82,0,Not specified,other,Male,134.0
WD,FT,2017,2017-10-16,BCN,2017-06-06,2017-12-06,Closed lost,0.0,0.0,6500.0,6500.0,0,Not specified,switchup,Female,1281.0
UX,FT,2019,2019-10-21,LIS,2019-08-29,2019-09-30,Paid Deposit,0.0,0.0,6000.0,6000.0,1,Bad candidate,google,Female,442.0
UX,FT,2018,2018-08-01,PAR,2017-07-12,2018-02-01,Closed lost,0.0,0.0,6500.0,6500.0,0,Not specified,Social Media,Female,1097.0
WD,FT,2018,2018-03-19,BCN,2018-01-13,2018-02-22,Closed lost,0.0,0.0,6500.0,6500.0,0,Not specified,other,Male,1060.0
UX,FT,2017,2017-10-16,MAD,2017-06-06,2017-09-21,Closed lost,0.0,0.0,6500.0,6500.0,0,Not specified,google,Female,1281.0
WD,FT,2019,2019-09-23,BCN,2019-08-29,2019-09-09,Closed lost,0.0,0.0,7000.0,7000.0,0,Not specified,Social Media,Female,456.0
WD,FT,2018,2018-11-06,MIA,2017-08-12,2018-10-04,Closed lost,0.0,0.0,9734.51,9734.51,0,Not specified,Social Media,Male,1096.0
WD,FT,2018,2018-05-08,PAR,2018-01-13,2018-05-02,Closed lost,0.0,0.0,7500.0,7500.0,0,Not specified,google,Male,1060.0
UX,FT,2020,2020-07-27,AMS,2020-07-16,2020-09-30,Closed lost,0.0,0.0,8000.0,8000.0,0,Not specified,Social Media,Male,138.0
WD,FT,2017,2017-08-14,MAD,2017-06-17,2018-03-13,Closed lost,0.0,0.0,6500.0,6500.0,0,Not specified,Social Media,Male,1270.0
WD,FT,2019,2019-10-21,MIA,2019-08-29,2019-09-22,Closed lost,0.0,0.0,10176.99,10176.99,0,Not specified,other,Male,442.0
UX,FT,2018,2018-08-01,PAR,2017-08-12,2018-03-22,Closed lost,0.0,0.0,6500.0,6500.0,0,Not specified,switchup,Female,1096.0
WD,FT,2018,2018-03-19,MAD,2018-01-13,2018-01-29,Paid Deposit,650.0,0.0,6500.0,5850.0,0,Not specified,Referral,Female,1060.0
DA,FT,2020,2020-10-19,MAD,2020-07-16,2020-09-30,Closed lost,0.0,0.0,7000.0,7000.0,0,Not specified,Referral,Male,134.0
WD,FT,2017,2017-04-09,PAR,2017-06-17,2017-07-24,Closed lost,0.0,0.0,6500.0,6500.0,0,Not specified,google,Male,1270.0
WD,FT,2018,2018-01-22,MEX,2017-11-12,2018-04-01,Paid Deposit,23.04,0.0,3225.81,3202.76,0,Not specified,google,Female,536.0
UX,FT,2018,2018-03-18,PAR,2018-01-13,2018-08-02,Closed lost,0.0,0.0,6500.0,6500.0,0,Not specified,Social Media,Female,1060.0
WD,FT,2017,2017-06-26,PAR,2017-06-17,2017-08-30,Closed lost,0.0,0.0,6500.0,6500.0,0,Not specified,google,Male,1270.0
UX,PT,2021,2021-05-04,MEX,2019-08-29,2020-11-27,Paid Deposit,474.65,0.0,4746.54,4271.89,0,Not specified,courseReport,Female,10.0
WD,PT,2018,2018-04-24,PAR,2017-08-12,2018-02-27,Closed lost,0.0,0.0,6500.0,6500.0,0,Not specified,Social Media,Female,1096.0
WD,FT,2018,2018-11-06,BCN,2018-01-13,2018-08-30,Closed lost,650.0,0.0,6500.0,5850.0,0,Not specified,google,Female,1060.0
WD,FT,2017,2017-08-14,BCN,2017-06-18,2017-07-25,Closed lost,0.0,0.0,6500.0,6500.0,0,Not specified,switchup,Male,1269.0
UX,PT,2020,2020-08-01,SAO,2019-08-29,2019-10-22,Closed lost,0.0,0.0,4000.0,4000.0,0,Not specified,Social Media,Female,413.0
WD,PT,2018,2018-04-24,MAD,2017-08-12,2018-10-04,Closed lost,500.0,0.0,7500.0,7000.0,0,Not specified,Social Media,Male,1096.0
DA,PT,2020,2020-08-25,BER,2020-07-16,2020-09-30,Closed lost,0.0,0.0,8000.0,8000.0,0,Not specified,Referral,Female,106.0
WD,FT,2017,2017-04-09,PAR,2017-06-18,2017-07-28,Closed lost,0.0,0.0,6500.0,6500.0,0,Not specified,Social Media,Male,1269.0
WD,FT,2018,2018-01-22,MEX,2017-09-12,2018-04-01,Closed lost,0.0,0.0,3225.81,3225.81,0,Not specified,other,Male,1095.0
UX,FT,2019,2019-05-20,LIS,2019-01-22,2019-01-28,Closed lost,1500.0,0.0,6000.0,4500.0,0,Not specified,other,Female,686.0
WD,PT,2020,2020-10-20,RMT-Europe,2020-07-16,2020-09-30,Closed lost,0.0,0.0,7500.0,7500.0,0,Not specified,Social Media,Female,11.0
WD,FT,2017,2017-04-09,PAR,2017-06-18,2017-07-13,Closed lost,0.0,0.0,6500.0,6500.0,0,Not specified,Social Media,Male,1269.0
DA,FT,2020,2020-06-01,PAR,2019-04-09,2019-04-09,Closed lost,0.0,0.0,8000.0,8000.0,0,Not specified,Referral,Male,461.0
WD,FT,2020,2020-04-05,RMT-Europe,2020-01-04,2020-01-04,Closed lost,0.0,0.0,7500.0,7500.0,0,Not specified,google,Female,251.0
WD,FT,2018,2018-01-22,MEX,2017-09-12,2018-04-01,Closed lost,23.04,0.0,3225.81,3202.76,0,Not specified,google,Male,1095.0
UX,FT,2019,2019-01-04,BCN,2019-01-22,2019-01-29,Paid Deposit,0.0,0.0,7000.0,7000.0,0,Not specified,switchup,Female,686.0
WD,FT,2020,2020-08-17,SAO,2020-07-16,2020-09-30,Closed lost,0.0,0.0,4000.0,4000.0,0,Not specified,Social Media,Female,120.0
WD,FT,2017,2017-10-16,MAD,2017-06-18,2018-03-13,Closed lost,0.0,0.0,6500.0,6500.0,0,Not specified,Social Media,Male,1269.0
DA,FT,2019,2019-10-14,PAR,2019-04-09,2019-05-09,Closed lost,0.0,0.0,7500.0,7500.0,0,Not specified,Social Media,Male,460.0
WD,FT,2018,2018-03-19,PAR,2017-09-12,2018-04-01,Closed lost,0.0,0.0,6500.0,6500.0,0,Not specified,google,Male,1095.0
UX,FT,2019,2019-05-27,PAR,2019-01-22,2019-03-27,Closed lost,0.0,0.0,7500.0,7500.0,0,Not specified,other,Male,686.0
DA,FT,2019,2019-08-19,MAD,2019-01-22,2019-01-28,Closed lost,0.0,0.0,7000.0,7000.0,0,Not specified,Referral,Male,686.0
WD,FT,2020,2020-10-19,MAD,2020-07-16,2020-09-30,Closed lost,0.0,0.0,7000.0,7000.0,0,Not specified,other,Female,134.0
WD,FT,2017,2017-06-26,PAR,2017-06-18,2017-11-07,Closed lost,0.0,0.0,6500.0,6500.0,0,Not specified,Social Media,Male,1269.0
DA,FT,2019,2019-09-23,AMS,2019-04-09,2019-09-23,Closed lost,0.0,0.0,7000.0,7000.0,0,Not specified,Social Media,Male,442.0
DA,FT,2019,2019-10-14,PAR,2019-02-07,2019-02-08,Closed lost,0.0,0.0,7500.0,7500.0,0,Not specified,google,Female,512.0
WD,FT,2020,2020-10-19,BCN,2020-08-29,2020-09-30,Closed lost,0.0,0.0,7000.0,7000.0,0,Not specified,google,Male,62.0
UX,FT,2018,2018-10-22,BCN,2018-05-31,2018-11-06,Closed lost,0.0,0.0,6500.0,6500.0,0,Not specified,other,Male,922.0
UX,FT,2019,2019-05-27,PAR,2019-01-22,2019-03-22,Paid Deposit,0.0,0.0,7500.0,7500.0,0,Not specified,google,Female,686.0
WD,FT,2020,2020-10-19,BCN,2020-08-29,2020-08-29,Closed lost,0.0,0.0,7000.0,7000.0,0,Not specified,google,Male,97.0
WD,FT,2017,2017-10-16,MAD,2017-06-18,2018-03-13,Closed lost,1000.0,0.0,6500.0,5500.0,0,Not specified,other,Male,1269.0
WD,PT,2019,2019-09-17,LIS,2019-01-22,2019-07-02,Closed lost,2500.0,0.0,7000.0,4500.0,0,Not specified,Social Media,Female,686.0
WD,FT,2020,2020-08-17,SAO,2020-07-16,2020-09-30,Closed lost,0.0,0.0,4000.0,4000.0,0,Not specified,IronhackEvent,Male,140.0
UX,FT,2017,2017-08-14,BCN,2017-06-18,2017-07-26,Paid Deposit,0.0,0.0,6500.0,6500.0,0,Not specified,google,Male,1269.0
DA,FT,2019,2019-10-14,BER,2019-04-09,2019-09-27,Closed lost,0.0,0.0,7000.0,7000.0,0,Not specified,google,Female,438.0
WD,PT,2018,2018-01-22,MIA,2018-05-01,2018-10-04,Closed lost,442.48,0.0,10176.99,9734.51,0,Not specified,google,Female,1068.0
WD,PT,2019,2019-04-02,SAO,2019-01-22,2019-01-30,Closed lost,0.0,0.0,3764.71,3764.71,0,Not specified,google,Male,686.0
WD,FT,2020,2020-08-17,MIA,2020-07-16,2020-09-30,Closed lost,0.0,0.0,11061.95,11061.95,0,Not specified,google,Female,139.0
WD,FT,2017,2017-04-09,PAR,2017-06-19,2017-07-28,Closed lost,0.0,0.0,6500.0,6500.0,0,Not specified,other,Male,1268.0
WD,FT,2019,2019-10-21,LIS,2019-04-09,2019-06-09,Closed lost,0.0,0.0,6000.0,6000.0,0,Not specified,Referral,Male,459.0
WD,FT,2019,2019-03-18,MAD,2019-01-22,2019-01-25,Closed lost,0.0,0.0,7000.0,7000.0,0,Not specified,Referral,Male,686.0
WD,PT,2020,2020-10-20,RMT-Europe,2020-07-16,2020-09-30,Closed lost,0.0,0.0,7500.0,7500.0,0,Not specified,other,Male,132.0
UX,PT,2017,2017-12-09,MAD,2017-06-19,2017-08-16,Closed lost,1000.0,0.0,6500.0,5500.0,0,Not specified,quora,Male,1268.0
DA,FT,2020,2020-06-01,BER,2019-04-09,2019-09-27,Paid Deposit,0.0,0.0,7500.0,7500.0,1,Personal matters,Social Media,Male,438.0
WD,FT,2018,2018-03-18,PAR,2018-05-01,2018-08-02,Closed lost,0.0,0.0,6500.0,6500.0,0,Not specified,Social Media,Male,1068.0
UX,PT,2019,2019-05-20,MIA,2019-01-22,2019-07-02,Closed lost,4424.78,0.0,10619.47,6194.69,0,Not specified,other,Male,686.0
WD,FT,2020,2020-07-27,AMS,2020-07-16,2020-09-30,Closed lost,0.0,0.0,8000.0,8000.0,0,Not specified,google,Male,134.0
WD,FT,2017,2017-04-09,PAR,2017-04-07,2017-07-17,Closed lost,750.0,0.0,6500.0,5750.0,0,Not specified,Social Media,Male,1253.0
WD,PT,2020,2020-08-01,SAO,2019-04-09,2019-10-18,Closed lost,0.0,0.0,4000.0,4000.0,0,Not specified,Social Media,Male,417.0
WD,FT,2018,2018-05-27,PAR,2018-05-01,2018-05-31,Closed lost,0.0,0.0,7500.0,7500.0,0,Not specified,google,Female,1068.0
UX,FT,2019,2019-02-25,MEX,2019-01-22,2019-02-19,Closed lost,0.0,0.0,3225.81,3225.81,0,Not specified,google,Male,686.0
WD,FT,2020,2020-12-10,AMS,2020-09-13,2020-09-13,Closed lost,800.0,0.0,8000.0,7200.0,0,Not specified,google,Female,78.0
WD,FT,2017,2017-04-09,PAR,2017-04-07,2017-07-18,Closed lost,750.0,0.0,6500.0,5750.0,0,Not specified,Social Media,Male,1253.0
WD,FT,2019,2019-10-14,PAR,2019-04-09,2019-11-09,Closed lost,0.0,0.0,7500.0,7500.0,0,Not specified,google,Male,454.0
WD,FT,2019,2019-03-18,BER,2019-01-22,2019-01-30,Paid Deposit,650.0,0.0,6500.0,5850.0,0,Not specified,Referral,Female,545.0
WD,FT,2017,2017-04-09,PAR,2017-04-07,2017-07-18,Closed lost,0.0,0.0,6500.0,6500.0,0,Not specified,Social Media,Male,1253.0
WD,PT,2019,2019-09-21,PAR,2019-04-09,2019-09-17,Paid Deposit,0.0,0.0,7500.0,7500.0,0,Not specified,Referral,Male,448.0
WD,FT,2018,2018-05-08,PAR,2018-05-01,2018-08-02,Closed lost,0.0,0.0,7500.0,7500.0,0,Not specified,Social Media,Female,1068.0
WD,PT,2019,2019-05-20,MIA,2019-01-22,2019-05-02,Closed lost,663.72,0.0,10619.47,9955.75,0,Not specified,Referral,Male,686.0
WD,FT,2017,2017-02-10,MIA,2017-04-07,2017-07-26,Closed lost,0.0,0.0,9734.51,9734.51,0,Not specified,Social Media,Male,1253.0
UX,PT,2019,2019-10-21,MIA,2019-09-09,2019-12-09,Closed lost,0.0,0.0,10619.47,10619.47,0,Not specified,IronhackEvent,Female,452.0
WD,FT,2020,2020-04-13,LIS,2020-03-29,2020-03-31,Closed lost,0.0,0.0,6500.0,5525.0,0,Not specified,google,Male,201.0
